"","OCC","MET2013","YEAR","MULTYEAR","SAMPLE","SERIAL","HHWT","DENSITY","MET2013ERR","METPOP10","OWNERSHP","OWNERSHPD","HHINCOME","PERWT","SEX","AGE","RACE","RACED","HISPAN","HISPAND","EDUC","EDUCD","DEGFIELD","DEGFIELDD","DEGFIELD2","DEGFIELD2D","INCTOT","SEI","Metro","Occupation"
"5438207",0,39300,2022,2021,202203,5532515,41,3926.5,4,1600852,2,22,30266,41,1,23,7,700,4,460,0,2,0,0,0,0,0,0,"Providence-Warwick, RI-MA","N/A (not applicable)"
"455126",0,0,2022,2019,202203,2650361,33,180.1,0,47230,2,22,13204,37,2,15,1,100,0,0,3,30,0,0,0,0,0,0,"Not in identifiable area","N/A (not applicable)"
"1057465",0,0,2022,2018,202203,6848326,4,64.1,0,86520,1,12,40683,4,1,70,1,100,0,0,8,81,0,0,0,0,40683,0,"Not in identifiable area","N/A (not applicable)"
"5377811",0,41860,2022,2019,202203,545986,11,14168.1,1,4335391,1,12,89216,12,2,94,1,100,0,0,6,63,0,0,0,0,21472,0,"San Francisco-Oakland-Hayward, CA","N/A (not applicable)"
"13210165",5540,32820,2022,2019,202203,5706706,81,2589.6,6,1324829,2,22,208976,86,2,31,2,200,0,0,7,71,0,0,0,0,94154,44,"Memphis, TN-MS-AR","Postal service clerks"
"9049017",2310,11460,2022,2018,202203,3166107,12,325.8,1,344791,1,13,180035,11,2,35,1,100,0,0,11,114,23,2300,0,0,105215,72,"Ann Arbor, MI","Elementary and middle school teachers"
"14908314",8990,10420,2022,2020,202203,4886488,50,996.4,1,703200,1,13,106855,52,1,20,1,100,0,0,6,63,0,0,0,0,26062,18,"Akron, OH","Miscellaneous production workers, including equipment operators and tenders"
"12753923",5120,35620,2022,2019,202203,4238696,30,2550.3,2,19567410,1,13,357096,38,2,22,1,100,0,0,10,101,62,6201,0,0,10334,51,"New York-Newark-Jersey City, NY-NJ-PA","Bookkeeping, accounting, and auditing clerks"
"1587492",0,35620,2022,2021,202203,4354519,7,2793.2,2,19567410,1,13,97282,6,2,11,1,100,0,0,2,22,0,0,0,0,9999999,0,"New York-Newark-Jersey City, NY-NJ-PA","N/A (not applicable)"
"4814820",0,33100,2022,2018,202203,1416253,14,2080.7,2,5564635,1,13,288407,15,1,84,1,100,0,0,10,101,62,6205,0,0,159810,0,"Miami-Fort Lauderdale-West Palm Beach, FL","N/A (not applicable)"
"14099439",6515,31700,2022,2020,202203,3844368,19,290.9,6,400721,2,22,57903,19,1,59,8,811,0,0,6,63,0,0,0,0,33994,15,"Manchester-Nashua, NH","Roofers"
"4604280",0,31080,2022,2018,202203,377237,16,3855.1,1,12828837,1,12,119829,16,2,65,1,100,0,0,6,63,0,0,0,0,18705,0,"Los Angeles-Long Beach-Anaheim, CA","N/A (not applicable)"
"10317236",3603,41740,2022,2019,202203,538663,18,4347.2,1,3095313,1,13,97598,16,2,41,7,700,1,100,7,71,0,0,0,0,40188,13,"San Diego-Carlsbad, CA","Nursing assistants"
"11784715",4700,0,2022,2022,202203,5476619,5,395,0,215557,1,13,105000,6,2,35,1,100,0,0,7,71,0,0,0,0,30000,68,"Not in identifiable area","First-line supervisors of retail sales workers"
"9334351",2545,37980,2022,2022,202203,4017159,9,1019.8,2,5965343,2,22,90300,9,1,71,1,100,0,0,6,63,0,0,0,0,77100,65,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","Teaching assistants"
"5193111",0,41860,2022,2018,202203,480533,12,4625.7,1,4335391,1,12,201546,11,2,83,1,100,1,100,1,17,0,0,0,0,16834,0,"San Francisco-Oakland-Hayward, CA","N/A (not applicable)"
"4978914",0,35620,2022,2019,202203,3920682,10,2053.7,2,19567410,1,12,231021,10,1,1,4,400,0,0,0,1,0,0,0,0,9999999,0,"New York-Newark-Jersey City, NY-NJ-PA","N/A (not applicable)"
"8443287",1760,41740,2022,2020,202203,673295,18,4051.6,1,3095313,1,13,186968,25,1,31,1,100,1,100,11,116,50,5003,0,0,50991,80,"San Diego-Carlsbad, CA","Physical scientists, all other"
"10349336",3610,0,2022,2020,202203,4908488,21,224.3,0,214669,1,13,40113,9,2,60,1,100,0,0,8,81,0,0,0,0,26855,13,"Not in identifiable area","Occupational therapy assistants and aides"
"4359070",0,31080,2022,2021,202203,839907,12,10976.2,1,12828837,2,22,223965,14,2,15,6,640,0,0,4,40,0,0,0,0,0,0,"Los Angeles-Long Beach-Anaheim, CA","N/A (not applicable)"
"7678698",735,31080,2022,2020,202203,704383,16,11910.3,1,12828837,1,12,294617,10,2,52,6,620,0,0,11,114,62,6203,0,0,0,81,"Los Angeles-Long Beach-Anaheim, CA","Market research analysts and marketing specialists"
"14221807",7200,0,2022,2021,202203,4354177,5,86.1,0,66583,1,13,116198,5,1,24,1,100,0,0,8,81,0,0,0,0,34589,19,"Not in identifiable area","Automotive service technicians and mechanics"
"1352460",0,0,2022,2019,202203,4857604,26,275.7,0,132175,1,12,71993,26,1,76,1,100,0,0,10,101,64,6402,0,0,52588,0,"Not in identifiable area","N/A (not applicable)"
"15273823",9415,21340,2022,2019,202203,6036845,6,3785.8,2,804123,1,13,95187,6,2,68,1,100,4,450,6,63,0,0,0,0,4363,31,"El Paso, TX","Passenger attendants"
"9392185",2555,42140,2022,2019,202203,4050663,16,554.6,1,144170,1,13,872645,13,2,66,1,100,0,0,11,114,60,6000,0,0,376615,52,"Santa Fe, NM","Other educational instruction and library workers"
"3237657",0,0,2022,2019,202203,5727143,29,78.4,0,25417,1,12,16075,29,2,76,1,100,0,0,5,50,0,0,0,0,16075,0,"Not in identifiable area","N/A (not applicable)"
"12349138",4760,35840,2022,2018,202203,1400206,17,854.4,1,702281,1,13,94226,17,2,71,1,100,0,0,6,65,0,0,0,0,44424,47,"North Port-Sarasota-Bradenton, FL","Retail salespersons"
"5685972",0,16740,2022,2021,202203,4667025,16,293.7,6,676616,1,12,128629,17,1,70,1,100,0,0,10,101,34,3401,0,0,44317,0,"Charlotte-Concord-Gastonia, NC-SC","N/A (not applicable)"
"2141604",0,12060,2022,2020,202203,1880496,13,312.9,4,658899,1,13,114447,12,2,60,1,100,0,0,6,63,0,0,0,0,0,0,"Atlanta-Sandy Springs-Roswell, GA","N/A (not applicable)"
"10832835",4030,38300,2022,2018,202203,5265671,18,460.9,5,2356285,2,22,4209,28,1,55,2,200,0,0,6,65,0,0,0,0,2806,15,"Pittsburgh, PA","Food preparation workers"
"307546",0,0,2022,2018,202203,5848172,5,45.2,0,12838,1,12,0,12,2,69,1,100,1,100,6,65,0,0,0,0,0,0,"Not in identifiable area","N/A (not applicable)"
"12921246",5240,0,2022,2018,202203,1083574,25,3393.2,0,294567,2,22,0,25,1,34,1,100,0,0,10,101,21,2102,0,0,0,44,"Not in identifiable area","Customer service representatives"
"4565841",0,12060,2022,2018,202203,1788738,10,2541.4,4,5286728,1,12,50737,10,1,27,2,200,0,0,6,63,0,0,0,0,10522,0,"Atlanta-Sandy Springs-Roswell, GA","N/A (not applicable)"
"2501961",0,0,2022,2022,202203,6820413,26,471.2,0,100781,2,22,81000,11,2,3,1,100,0,0,0,2,0,0,0,0,9999999,0,"Not in identifiable area","N/A (not applicable)"
"5170245",0,46520,2022,2020,202203,1989596,10,10723,1,953207,0,0,9999999,10,2,92,1,100,0,0,6,63,0,0,0,0,5552,0,"Urban Honolulu, HI","N/A (not applicable)"
"10728655",4020,18580,2022,2022,202203,6242288,10,277.2,5,176467,0,0,9999999,10,1,24,8,826,1,100,4,40,0,0,0,0,0,15,"Corpus Christi, TX","Cooks"
"721726",0,0,2022,2022,202203,339485,3,46.3,0,21643,1,13,13000,2,1,82,1,100,0,0,0,2,0,0,0,0,13000,0,"Not in identifiable area","N/A (not applicable)"
"12627892",5000,16980,2022,2020,202203,2206907,3,8136.7,2,9461105,1,13,139036,4,2,62,2,200,0,0,10,101,53,5301,0,0,69915,68,"Chicago-Naperville-Elgin, IL-IN-WI","First-line supervisors of office and administrative support workers"
"12501268",4850,40140,2022,2022,202203,1008297,15,6284.3,1,4224851,1,12,28000,15,2,83,1,100,0,0,10,101,23,2304,0,0,28000,47,"Riverside-San Bernardino-Ontario, CA","Sales representatives, wholesale and manufacturing"
"780717",0,0,2022,2021,202203,4674688,8,133.3,0,29045,1,12,109172,11,1,71,1,100,0,0,10,101,50,5003,0,0,61612,0,"Not in identifiable area","N/A (not applicable)"
"1158750",0,0,2022,2018,202203,3699608,2,118.1,0,59433,1,13,48048,3,2,9,1,100,0,0,1,16,0,0,0,0,9999999,0,"Not in identifiable area","N/A (not applicable)"
"5114021",0,36220,2022,2019,202203,5975883,32,1334.7,1,137130,1,13,213568,31,1,17,1,100,0,0,5,50,0,0,0,0,0,0,"Odessa, TX","N/A (not applicable)"
"5227869",0,26620,2022,2020,202203,54107,5,1568.7,5,417593,1,13,57564,8,2,11,8,826,2,200,2,23,0,0,0,0,9999999,0,"Huntsville, AL","N/A (not applicable)"
"10971734",4110,41180,2022,2020,202203,2192273,65,1122.3,5,2787701,1,13,121359,57,2,19,1,100,0,0,7,71,0,0,0,0,7365,16,"St. Louis, MO-IL","Waiters and waitresses"
"15702866",9920,0,2022,2018,202203,3495097,23,148.9,0,32503,1,13,137598,15,1,16,1,100,0,0,4,40,0,0,0,0,0,0,"Not in identifiable area","Unemployed, with no work experience in the last 5 years or earlier or never worked"
"12277155",4760,0,2022,2020,202203,3431087,2,62.1,0,134323,1,12,40226,7,2,18,1,100,0,0,5,50,0,0,0,0,4533,47,"Not in identifiable area","Retail salespersons"
"13075698",5400,25540,2022,2021,202203,1252718,17,619.4,1,1212381,0,0,9999999,17,2,18,4,400,0,0,6,65,0,0,0,0,1081,44,"Hartford-West Hartford-East Hartford, CT","Receptionists and information clerks"
"14811954",8740,11260,2022,2018,202203,110887,1,2474.5,6,380821,0,0,9999999,1,2,21,1,100,0,0,4,40,0,0,0,0,2221,18,"Anchorage, AK","Inspectors, testers, sorters, samplers, and weighers"
"12222388",4760,35620,2022,2018,202203,4094660,27,5036.1,2,19567410,2,22,109892,25,1,33,1,100,0,0,10,101,62,6212,0,0,14029,47,"New York-Newark-Jersey City, NY-NJ-PA","Retail salespersons"
"2257311",0,37860,2022,2018,202203,1370993,12,1817.5,1,448991,1,13,306294,11,2,39,1,100,0,0,8,81,0,0,0,0,0,0,"Pensacola-Ferry Pass-Brent, FL","N/A (not applicable)"
"14424257",7640,0,2022,2019,202203,6797299,23,233.1,0,118760,1,13,129749,22,1,41,1,100,0,0,6,63,0,0,0,0,110229,27,"Not in identifiable area","Other installation, maintenance, and repair workers"
"7546448",705,43900,2022,2020,202203,5601163,9,1120.4,5,313268,1,13,121246,9,2,50,1,100,0,0,10,101,62,6203,0,0,106515,68,"Spartanburg, SC","Project management specialists"
"9760478",3245,46060,2022,2021,202203,230028,22,1275.2,1,980263,2,22,153489,20,2,32,1,100,0,0,11,114,52,5200,0,0,36751,58,"Tucson, AZ","Other therapists"
"1867720",0,0,2022,2021,202203,5094834,10,130.8,0,213247,2,22,17727,13,2,0,1,100,0,0,0,1,0,0,0,0,9999999,0,"Not in identifiable area","N/A (not applicable)"
"7945180",1007,47900,2022,2021,202203,6573931,24,3668.6,5,5636232,1,13,260500,24,1,35,1,100,0,0,10,101,21,2106,54,5402,145923,65,"Washington-Arlington-Alexandria, DC-VA-MD-WV","Information security analysts"
"12189985",4760,0,2022,2018,202203,2332985,10,145.9,0,49649,1,13,33833,10,2,54,1,100,0,0,6,64,0,0,0,0,30396,47,"Not in identifiable area","Retail salespersons"
"12937544",5240,0,2022,2022,202203,337892,16,163.5,0,49564,1,13,64000,17,2,44,1,100,0,0,8,81,0,0,0,0,12000,44,"Not in identifiable area","Customer service representatives"
"889857",0,0,2022,2021,202203,6811975,10,473.3,0,137732,1,12,22699,10,2,64,1,100,0,0,6,63,0,0,0,0,22699,0,"Not in identifiable area","N/A (not applicable)"
"8313151",1520,33260,2022,2022,202203,6301315,15,1222.8,4,141671,1,13,1088000,13,2,30,6,610,0,0,11,114,24,2419,0,0,545000,85,"Midland, TX","Petroleum, mining and geological engineers, including mining safety engineers"
"7785594",800,17140,2022,2019,202203,4826866,23,1388.4,4,2114580,1,12,76471,23,2,68,1,100,0,0,10,101,62,6201,0,0,34447,78,"Cincinnati, OH-KY-IN","Accountants and auditors"
"1261357",0,0,2022,2019,202203,6664112,4,448.2,0,86810,2,22,20898,4,2,58,1,100,0,0,3,30,0,0,0,0,10219,0,"Not in identifiable area","N/A (not applicable)"
"916345",0,0,2022,2019,202203,1422354,13,55.5,0,111452,0,0,9999999,13,1,28,1,100,0,0,6,63,0,0,0,0,0,0,"Not in identifiable area","N/A (not applicable)"
"9004500",2310,0,2022,2019,202203,6874796,6,182.9,0,55089,1,12,101146,6,2,67,1,100,0,0,10,101,23,2304,0,0,77493,72,"Not in identifiable area","Elementary and middle school teachers"
"12786106",5120,45780,2022,2022,202203,5024250,8,1323.9,6,610001,1,13,147000,9,2,49,1,100,0,0,6,63,0,0,0,0,26000,51,"Toledo, OH","Bookkeeping, accounting, and auditing clerks"
"11161253",4220,36540,2022,2020,202203,2505830,6,217,6,214646,1,13,99716,6,1,63,1,100,0,0,6,63,0,0,0,0,43059,9,"Omaha-Council Bluffs, NE-IA","Janitors and building cleaners"
"14365978",7340,32580,2022,2020,202203,6066905,10,1376.4,1,774769,1,12,106855,10,1,58,7,700,1,100,6,63,0,0,0,0,66855,27,"McAllen-Edinburg-Mission, TX","Maintenance and repair workers, general"
"12969486",5240,28140,2022,2022,202203,3671247,29,746.9,4,2009342,1,13,104000,40,2,16,1,100,0,0,3,30,0,0,0,0,2000,44,"Kansas City, MO-KS","Customer service representatives"
"7616516",710,38900,2022,2018,202203,6627013,19,2288.1,5,2226009,1,13,385790,19,1,54,6,610,0,0,11,114,24,2414,0,0,350718,86,"Portland-Vancouver-Hillsboro, OR-WA","Management analysts"
"11196381",4220,0,2022,2018,202203,2347221,6,88.8,0,64944,1,13,66987,9,2,68,1,100,0,0,6,64,0,0,0,0,33318,9,"Not in identifiable area","Janitors and building cleaners"
"4431614",0,12060,2022,2021,202203,1903095,72,612.6,4,5286728,1,12,134228,81,2,87,2,200,0,0,11,114,23,2300,0,0,59558,0,"Atlanta-Sandy Springs-Roswell, GA","N/A (not applicable)"
"2064430",0,0,2022,2021,202203,3749689,9,82.2,0,25496,1,13,72421,13,1,16,1,100,0,0,3,30,0,0,0,0,0,0,"Not in identifiable area","N/A (not applicable)"
"8533210",2004,42660,2022,2018,202203,6640624,24,4501.4,1,3439809,1,12,63129,24,2,59,1,100,0,0,10,101,52,5299,0,0,63129,65,"Seattle-Tacoma-Bellevue, WA","Mental health counselors"
"7800353",800,47260,2022,2021,202203,6579999,18,5791.9,5,1676822,1,13,54046,19,2,64,1,100,0,0,6,65,0,0,0,0,32427,78,"Virginia Beach-Norfolk-Newport News, VA-NC","Accountants and auditors"
"6738007",120,35620,2022,2018,202203,4133545,15,107844.4,2,19567410,2,22,50270,15,2,37,1,100,0,0,11,114,54,5404,55,5507,50270,68,"New York-Newark-Jersey City, NY-NJ-PA","Financial managers"
"4607844",0,37100,2022,2019,202203,564715,17,3520.3,1,823318,1,12,35710,28,1,49,8,826,1,100,6,61,0,0,0,0,0,0,"Oxnard-Thousand Oaks-Ventura, CA","N/A (not applicable)"
"9709228",3110,0,2022,2019,202203,4582754,4,237.8,0,114678,1,13,230792,5,2,30,1,100,0,0,11,114,50,5003,36,3600,137786,46,"Not in identifiable area","Physician assistants"
"55333",0,0,2022,2019,202203,40202,6,88.5,0,44421,1,13,101617,11,2,8,2,200,0,0,1,15,0,0,0,0,9999999,0,"Not in identifiable area","N/A (not applicable)"
"975326",0,35620,2022,2019,202203,4252670,20,53223.4,2,19567410,2,22,80375,22,1,7,7,700,2,200,1,14,0,0,0,0,9999999,0,"New York-Newark-Jersey City, NY-NJ-PA","N/A (not applicable)"
"8239075",1360,16980,2022,2022,202203,2313943,32,3659.2,3,9461105,1,13,187300,34,1,35,6,600,0,0,10,101,24,2400,0,0,100000,84,"Chicago-Naperville-Elgin, IL-IN-WI","Civil engineers"
"11230948",4220,19100,2022,2022,202203,6356821,14,3327,3,6426214,1,13,171750,19,1,52,1,100,0,0,7,71,0,0,0,0,31000,9,"Dallas-Fort Worth-Arlington, TX","Janitors and building cleaners"
"6752152",136,19740,2022,2019,202203,1117868,19,3077.8,4,2543482,1,13,274642,18,2,49,1,100,0,0,10,101,33,3301,0,0,121929,68,"Denver-Aurora-Lakewood, CO","Human resources managers"
"13843193",6260,41740,2022,2022,202203,969535,10,6814,1,3095313,2,22,181500,18,1,32,7,700,1,100,0,2,0,0,0,0,60000,8,"San Diego-Carlsbad, CA","Construction laborers"
"5089732",0,14260,2022,2022,202203,2038735,33,204.6,5,246824,2,22,40000,23,1,17,7,700,1,100,5,50,0,0,0,0,12000,0,"Boise City, ID","N/A (not applicable)"
"6725690",120,35620,2022,2019,202203,4218766,22,1500.3,2,19567410,1,12,122055,21,2,64,1,100,0,0,10,101,62,6200,32,3202,122055,68,"New York-Newark-Jersey City, NY-NJ-PA","Financial managers"
"10800675",4020,41700,2022,2022,202203,6303549,10,3987.6,4,2142508,1,12,65700,14,1,41,1,100,1,100,4,40,0,0,0,0,18000,15,"San Antonio-New Braunfels, TX","Cooks"
"455169",0,14460,2022,2019,202203,3022725,25,848.7,4,4552402,2,22,39154,22,2,6,1,100,0,0,1,11,0,0,0,0,9999999,0,"Boston-Cambridge-Newton, MA-NH","N/A (not applicable)"
"7861307",850,0,2022,2022,202203,3854909,14,2130,0,400731,1,13,150600,14,2,36,1,100,0,0,11,114,24,2404,0,0,600,73,"Not in identifiable area","Personal financial advisors"
"877144",0,0,2022,2019,202203,3206972,17,88.5,0,28623,2,22,39843,28,2,84,1,100,0,0,6,63,0,0,0,0,9989,0,"Not in identifiable area","N/A (not applicable)"
"7294171",440,28140,2022,2020,202203,2585846,9,1774.6,5,2009342,1,13,203965,8,2,56,1,100,0,0,6,63,0,0,0,0,67988,68,"Kansas City, MO-KS","Other managers"
"9982852",3300,27260,2022,2020,202203,1535855,12,1989.8,3,1345596,2,22,45326,13,1,60,1,100,0,0,8,81,0,0,0,0,45326,48,"Jacksonville, FL","Clinical laboratory technologists and technicians"
"7632813",710,0,2022,2019,202203,3217616,19,552.3,0,96466,2,22,102765,20,1,18,1,100,0,0,6,65,0,0,0,0,5741,86,"Not in identifiable area","Management analysts"
"8795676",2205,27780,2022,2019,202203,5286057,7,482.1,1,143679,1,12,103340,7,2,77,1,100,0,0,10,101,23,2304,0,0,13779,84,"Johnstown, PA","Postsecondary teachers"
"9596995",2910,19740,2022,2018,202203,1092157,28,7017.7,4,2543482,2,22,208093,29,1,33,6,600,0,0,11,114,24,2414,0,0,70144,50,"Denver-Aurora-Lakewood, CO","Photographers"
"5717639",0,26420,2022,2022,202203,6261935,10,4457.8,3,5920416,1,13,263000,10,1,2,1,100,0,0,0,1,0,0,0,0,9999999,0,"Houston-The Woodlands-Sugar Land, TX","N/A (not applicable)"
"5953586",0,48620,2022,2018,202203,2554099,71,794.4,5,630919,1,13,176762,61,2,14,1,100,0,0,2,25,0,0,0,0,9999999,0,"Wichita, KS","N/A (not applicable)"
"10124211",3500,37980,2022,2019,202203,5307301,69,19138.3,2,5965343,2,22,91857,70,2,66,2,200,0,0,7,71,0,0,0,0,91857,22,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","Licensed practical and licensed vocational nurses"
"11825666",4700,10420,2022,2022,202203,4993528,6,604.4,1,703200,1,13,158000,7,2,43,1,100,0,0,8,81,0,0,0,0,45000,68,"Akron, OH","First-line supervisors of retail sales workers"
"9928634",3255,0,2022,2021,202203,5415330,14,91.8,0,55967,1,13,107983,19,2,49,1,100,0,0,8,81,0,0,0,0,43236,46,"Not in identifiable area","Registered nurses"
"158905",0,0,2022,2021,202203,5778111,13,455.9,0,309544,2,22,15673,11,2,13,1,100,0,0,2,23,0,0,0,0,9999999,0,"Not in identifiable area","N/A (not applicable)"
"6320922",0,31080,2022,2018,202203,470168,26,13809,1,12828837,1,12,30863,26,2,84,1,100,0,0,6,63,0,0,0,0,11223,0,"Los Angeles-Long Beach-Anaheim, CA","N/A (not applicable)"
"1558271",0,29820,2022,2019,202203,3786538,11,7523.7,1,1951269,1,13,42484,10,2,71,1,100,0,0,6,61,0,0,0,0,0,0,"Las Vegas-Henderson-Paradise, NV","N/A (not applicable)"
"12081896",4720,0,2022,2019,202203,2153977,3,87.3,0,15936,1,13,55574,4,2,64,1,100,0,0,6,63,0,0,0,0,21127,44,"Not in identifiable area","Cashiers"
"6348494",0,47900,2022,2022,202203,2960316,16,3720.6,4,5636232,1,13,185000,15,2,58,8,801,0,0,6,65,0,0,0,0,0,0,"Washington-Arlington-Alexandria, DC-VA-MD-WV","N/A (not applicable)"
"3740195",0,12060,2022,2022,202203,1931289,15,2745.7,4,5286728,0,0,9999999,15,1,55,2,200,0,0,8,81,0,0,0,0,37000,0,"Atlanta-Sandy Springs-Roswell, GA","N/A (not applicable)"
"3573165",0,0,2022,2019,202203,6667702,3,448.2,0,86810,1,13,40991,1,1,51,1,100,0,0,7,71,0,0,0,0,2641,0,"Not in identifiable area","N/A (not applicable)"
"13203347",5540,33460,2022,2018,202203,3374838,8,439.8,5,3348859,1,12,53543,6,2,67,1,100,0,0,6,63,0,0,0,0,19757,44,"Minneapolis-St. Paul-Bloomington, MN-WI","Postal service clerks"
"11182759",4220,0,2022,2022,202203,3476737,3,46,0,13989,1,13,28000,4,1,37,1,100,0,0,6,63,0,0,0,0,28000,9,"Not in identifiable area","Janitors and building cleaners"
"3004901",0,17140,2022,2018,202203,4812711,17,1545.7,4,2114580,1,13,218614,15,1,1,1,100,0,0,0,1,0,0,0,0,9999999,0,"Cincinnati, OH-KY-IN","N/A (not applicable)"
"6317238",0,35620,2022,2019,202203,4185273,9,14807.2,2,19567410,1,12,205531,6,1,16,6,669,0,0,4,40,0,0,0,0,0,0,"New York-Newark-Jersey City, NY-NJ-PA","N/A (not applicable)"
"2201127",0,19660,2022,2018,202203,1402321,5,1818.8,1,590289,1,13,28759,5,1,74,2,200,0,0,8,81,0,0,0,0,16484,0,"Deltona-Daytona Beach-Ormond Beach, FL","N/A (not applicable)"
"6289714",0,19740,2022,2019,202203,1126827,29,2259.3,4,2543482,2,22,27557,33,2,69,1,100,0,0,6,61,0,0,0,0,0,0,"Denver-Aurora-Lakewood, CO","N/A (not applicable)"
"107173",0,0,2022,2019,202203,23702,5,28.9,0,22314,0,0,9999999,5,1,64,2,200,0,0,3,30,0,0,0,0,7808,0,"Not in identifiable area","N/A (not applicable)"
"6935253",230,38300,2022,2018,202203,5261039,17,931.2,5,2356285,1,13,67805,15,2,59,1,100,0,0,6,63,0,0,0,0,11691,72,"Pittsburgh, PA","Education and childcare administrators"
"14752468",8630,12540,2022,2021,202203,817175,32,760.5,1,839631,1,13,172946,36,1,53,7,700,1,100,6,63,0,0,0,0,86473,10,"Bakersfield, CA","Miscellaneous plant and system operators"
"12998274",5240,31080,2022,2018,202203,401553,30,2104.2,1,12828837,1,13,164837,35,1,23,1,100,0,0,6,63,0,0,0,0,29226,44,"Los Angeles-Long Beach-Anaheim, CA","Customer service representatives"
"4169195",0,10580,2022,2019,202203,4229135,15,1130.8,4,870716,1,13,436782,12,2,14,1,100,0,0,2,26,0,0,0,0,9999999,0,"Albany-Schenectady-Troy, NY","N/A (not applicable)"
"13568707",5860,26420,2022,2020,202203,6114632,24,6522.8,3,5920416,1,13,151161,27,2,28,2,200,0,0,10,101,21,2100,0,0,0,44,"Houston-The Woodlands-Sugar Land, TX","Office clerks, general"
"4806307",0,35620,2022,2018,202203,4092376,4,6161.9,2,19567410,0,0,9999999,4,1,46,1,100,0,0,0,2,0,0,0,0,2572,0,"New York-Newark-Jersey City, NY-NJ-PA","N/A (not applicable)"
"4537864",0,49660,2022,2018,202203,4800875,15,1597.8,1,565773,1,13,36241,13,2,84,1,100,0,0,4,40,0,0,0,0,11924,0,"Youngstown-Warren-Boardman, OH-PA","N/A (not applicable)"
"9538772",2825,0,2022,2022,202203,3344004,10,216.3,0,50766,1,13,86000,10,1,58,1,100,0,0,11,114,23,2399,0,0,56000,82,"Not in identifiable area","Public relations specialists"
"1787154",0,0,2022,2019,202203,5058608,11,44.2,0,17584,2,22,44780,12,1,57,1,100,0,0,7,71,0,0,0,0,44780,0,"Not in identifiable area","N/A (not applicable)"
"1208590",0,0,2022,2018,202203,2630473,6,238.4,0,87716,2,22,107203,7,2,7,1,100,0,0,1,12,0,0,0,0,9999999,0,"Not in identifiable area","N/A (not applicable)"
"3360579",0,26420,2022,2021,202203,6167299,33,3873.9,3,5920416,2,22,50154,37,2,8,8,826,1,100,1,16,0,0,0,0,9999999,0,"Houston-The Woodlands-Sugar Land, TX","N/A (not applicable)"
"12701294",5110,19820,2022,2018,202203,3171718,14,547.1,4,4296250,1,13,67805,14,1,32,1,100,0,0,7,71,0,0,0,0,67805,44,"Detroit-Warren-Dearborn, MI","Billing and posting clerks"
"10556767",3930,0,2022,2022,202203,2804926,18,608.2,0,134587,2,22,59000,19,1,20,1,100,0,0,6,63,0,0,0,0,25000,8,"Not in identifiable area","Security guards and gaming surveillance officers"
